,Unnamed: 0,counties,1976D,1976R,1976Total,1980D,1980R,1980Total,1984D,1984R,1984Total,1988D,1988R,1988Total,1992D,1992R,1992Total,1996D,1996R,1996Total,2000D,2000R,2000Total,2004D,2004R,2004Total,2008D,2008R,2008Total,2012D,2012R,2012Total,2016D,2016R,2016Total,Partisan Lean 2016,Partisan Lean 1976,Partisan Lean 1980,Partisan Lean 1984,Partisan Lean 1988,Partisan Lean 1992,Partisan Lean 1996,Partisan Lean 2000,Partisan Lean 2004,Partisan Lean 2008,Partisan Lean 2012,Partisan Lean 2020,Partisan Lean 2024,Partisan Lean 2028,Partisan Lean 2032,Partisan Lean 2036,Partisan Lean 2040,2040Total,2020Total,2024Total,2028Total,2032Total,2036Total
0,0,Adams,0.39574898785425106,0.6042510121457491,30485,0.3480083857442348,0.6519916142557652,31917,0.33801404212637914,0.6619859578736208,30649,0.46485943775100397,0.5351405622489961,29710,0.465,0.5349999999999999,31579,0.4503386004514673,0.5496613995485328,28411,0.4128440366972477,0.5871559633027523,30109,0.3353413654618474,0.6646586345381527,31477,0.3870314083080041,0.6129685916919959,30902,0.3207354443309499,0.6792645556690501,30697,0.2523860021208908,0.7476139978791092,32310,-0.2587469066771092,-0.11477386886874896,-0.0989381998397652,-0.07028976043862084,0.003875024457003995,-0.06954919061699999,-0.0970140327465327,-0.0898364136527523,-0.1522187669561526,-0.14985706681299593,-0.19890317818905012,-0.27100559292627224,-0.3028987874121327,-0.33472901404952893,-0.36649652098792274,-0.3982015549126743,-0.42984436105665225,33208.833333333336,31861.75,32131.166666666668,32400.583333333332,32670.0,32939.416666666664
1,1,Alexander,0.5803842264914054,0.4196157735085945,5658,0.5244399185336048,0.4755600814663951,5678,0.5271084337349398,0.4728915662650603,5467,0.5797392176529589,0.4202607823470412,4663,0.6636568848758465,0.33634311512415355,4362,0.6941431670281996,0.30585683297180044,4304,0.5973496432212029,0.4026503567787972,4022,0.5241448692152917,0.4758551307847082,3873,0.5640243902439024,0.4359756097560975,3947,0.5689655172413793,0.4310344827586207,3501,0.458077709611452,0.5419222903885481,2820,-0.053055199186548,0.0698613697684054,0.07749333294960481,0.11880463116993978,0.11875480435895891,0.1291076942588465,0.14679053383019958,0.0946691928712029,0.036584736797291684,0.027135915122902365,0.0493268947213793,-0.03905947844609159,-0.06283987858454054,-0.08657332824795105,-0.11026001246301576,-0.13390011516480627,-0.15749381920538497,1852.6071428571431,2949.3928571428573,2730.0357142857147,2510.6785714285716,2291.321428571429,2071.964285714286
2,2,Bond,0.4974721941354904,0.5025278058645096,7478,0.39166666666666666,0.6083333333333333,7532,0.40320962888665995,0.59679037111334,7131,0.4894472361809046,0.5105527638190954,7105,0.5577395577395576,0.4422604422604423,7548,0.5156599552572707,0.4843400447427293,6970,0.4456967213114754,0.5543032786885247,7032,0.4424242424242424,0.5575757575757576,7369,0.4933605720122574,0.5066394279877425,7960,0.42427385892116176,0.5757261410788381,7375,0.2970620239390642,0.7029379760609358,7570,-0.21407088485893577,-0.013050662587509643,-0.05527991891733336,-0.00509417367834003,0.028462822886904604,0.02319036712255762,-0.031692677940729275,-0.056983729038524555,-0.045135889993757616,-0.043527903108742605,-0.09536476359883828,-0.17788472751132645,-0.20514654088380269,-0.23235453030542885,-0.2595089078905204,-0.28660988450194225,-0.31365766976101384,8010.428571428572,7671.321428571428,7739.142857142857,7806.964285714286,7874.785714285715,7942.607142857143
3,3,Boone,0.4077079107505072,0.5922920892494928,11082,0.3211764705882353,0.6788235294117647,11614,0.33032128514056225,0.6696787148594379,11306,0.3792756539235412,0.6207243460764588,11222,0.4777070063694268,0.5222929936305732,13627,0.4638826185101581,0.536117381489842,13009,0.4295991778006166,0.5704008221993834,15523,0.4265593561368209,0.5734406438631791,19541,0.5214723926380368,0.4785276073619632,22238,0.4708886618998978,0.5291113381001021,21441,0.4227027027027027,0.5772972972972973,23001,-0.08843020609529728,-0.1028149459724928,-0.12577011499576474,-0.07798251742443774,-0.0817087593704588,-0.0568421842475732,-0.08347001468784188,-0.07308127254938335,-0.061000776281179114,-0.015416082482963223,-0.04874996062010223,-0.052358186533941975,-0.049879297404254785,-0.047405302432006025,-0.044936182329852414,-0.042471917924249425,-0.04001249015454178,34779.607142857145,25658.892857142855,27483.035714285717,29307.178571428572,31131.321428571428,32955.46428571428
4,4,Brown,0.5020325203252032,0.4979674796747967,3103,0.3639175257731959,0.6360824742268042,2692,0.3935742971887551,0.606425702811245,2446,0.4799599198396794,0.5200400801603207,2646,0.5265760197775031,0.4734239802224968,2689,0.4865470852017938,0.5134529147982063,2297,0.41326530612244894,0.5867346938775511,2660,0.34738955823293177,0.6526104417670683,2585,0.390020366598778,0.6099796334012221,2577,0.34224049331963,0.65775950668037,2364,0.2094240837696335,0.7905759162303665,2379,-0.3017088250283665,-0.008490336397796838,-0.0830290598108041,-0.0147295053762449,0.01897550654567942,-0.00797317083949689,-0.06080554799620619,-0.08941514422755104,-0.14017057418506823,-0.14686810852222204,-0.17739812920037,-0.2947127331290176,-0.3347888069733642,-0.3747857572246005,-0.41470389570014277,-0.4545435323778122,-0.4943049754101594,2215.988095238095,2378.428571428571,2345.940476190476,2313.4523809523807,2280.9642857142853,2248.4761904761904
5,5,Bureau,0.4109311740890688,0.5890688259109311,18648,0.33405172413793105,0.665948275862069,18587,0.3708542713567839,0.629145728643216,18765,0.4527162977867203,0.5472837022132796,16351,0.5248756218905473,0.4751243781094528,17907,0.5396825396825397,0.4603174603174603,16073,0.4762396694214875,0.5237603305785123,16823,0.4476861167002012,0.5523138832997988,17902,0.5291113381001021,0.4708886618998978,17153,0.4989754098360656,0.5010245901639344,16686,0.3939393939393939,0.6060606060606061,16571,-0.11719351485860607,-0.0995916826339312,-0.11289486144606897,-0.03744953120821609,-0.008268115507279683,-0.009673568726452753,-0.00767009351546033,-0.026440780928512486,-0.039874015717798805,-0.007777137020897884,-0.02066321268393445,-0.0740183983867766,-0.08380292923183674,-0.09356814213570885,-0.10331411322830064,-0.11304091819035023,-0.12274863225697885,16905.428571428572,16920.07142857143,16917.14285714286,16914.214285714286,16911.285714285714,16908.357142857145
6,6,Calhoun,0.5318503538928211,0.4681496461071789,2943,0.4312306101344364,0.5687693898655636,2895,0.4668008048289738,0.5331991951710261,3107,0.5546639919759279,0.44533600802407225,2790,0.6707920792079207,0.3292079207920792,2803,0.6405529953917051,0.3594470046082949,3013,0.5158974358974359,0.4841025641025642,2602,0.5090725806451613,0.4909274193548388,2706,0.5383828045035824,0.4616171954964176,2706,0.4284253578732106,0.5715746421267893,2576,0.3002092050209205,0.6997907949790795,2571,-0.21092370377707947,0.021327497169821075,-0.0157159754495636,0.05849700226397381,0.09367957868192789,0.1362428885909207,0.09320036219370509,0.013216985547435889,0.02151244822716125,0.0014943293825824266,-0.09121326464678942,-0.18153472960554495,-0.2231877995553475,-0.2647586323934945,-0.306247552207509,-0.3476548811727582,-0.3889809395677162,2326.738095238095,2534.178571428571,2492.690476190476,2451.2023809523807,2409.7142857142853,2368.2261904761904
7,7,Carroll,0.3997975708502025,0.6002024291497976,8526,0.2971175166297117,0.7028824833702882,8023,0.3139418254764293,0.6860581745235708,7658,0.4012096774193549,0.5987903225806452,7512,0.4644194756554308,0.5355805243445693,7679,0.4908675799086759,0.5091324200913242,6799,0.4483471074380165,0.5516528925619835,7177,0.43850806451612895,0.561491935483871,8135,0.5244399185336048,0.4755600814663951,7693,0.5076923076923077,0.4923076923076923,7406,0.35567567567567565,0.6443243243243243,7445,-0.15545723312232435,-0.11072528587279751,-0.14982906895428832,-0.09436197708857069,-0.059774735874645046,-0.07012971496156922,-0.05648505328932407,-0.054333342911983495,-0.049052067901871055,-0.012448556587395188,-0.011946314827692373,-0.07150447007587069,-0.07433035539658661,-0.07715066147315675,-0.07996541029277715,-0.08277462371291477,-0.08557832346234662,7685.0,7577.5,7599.0,7620.5,7642.0,7663.5
8,8,Cass,0.5045226130653266,0.4954773869346734,7144,0.3908523908523909,0.6091476091476091,6770,0.4608433734939759,0.5391566265060241,6399,0.5321931589537223,0.4678068410462776,6267,0.5968712394705175,0.4031287605294826,6447,0.5611672278338945,0.4388327721661056,5667,0.4846311475409836,0.5153688524590164,5899,0.4405241935483871,0.5594758064516129,5700,0.5066530194472876,0.4933469805527124,5432,0.4313524590163935,0.5686475409836066,4878,0.3347457627118644,0.6652542372881355,5124,-0.1763871460861356,-0.006000243657673376,-0.05609419473160915,0.05253957092897593,0.07120874565972235,0.06232204885351744,0.013814594635894517,-0.0180493028090164,-0.04703593886961288,-0.03023545567371244,-0.08828616350360652,-0.16789129080190435,-0.1990860074864571,-0.23021913535168892,-0.2612909171124471,-0.292301594051537,-0.3232514060311331,3782.404761904762,4779.428571428572,4580.023809523809,4380.619047619048,4181.214285714286,3981.809523809524
9,9,Champaign,0.4378211716341213,0.5621788283658787,63107,0.3870192307692308,0.6129807692307692,65360,0.4098690835850957,0.5901309164149042,66925,0.4717741935483871,0.528225806451613,63499,0.5637254901960784,0.4362745098039216,76092,0.5350109409190371,0.4649890590809628,66429,0.5063559322033898,0.4936440677966101,74285,0.5101214574898786,0.4898785425101215,82434,0.5895598771750256,0.4104401228249744,84408,0.5361570247933884,0.4638429752066116,78609,0.6004390779363338,0.3995609220636664,91628,0.08930616913833378,-0.0727016850888787,-0.05992735481476924,0.0015652810200957323,0.010789780254387149,0.029176299579078413,-0.012341692278962868,0.0036754818533898392,0.02256132507187858,0.05267140205402554,0.01651840227338841,0.06388079618771414,0.07212288505275666,0.08034870127371363,0.08855830897931227,0.09675177191990514,0.10492915347049703,107886.72619047618,91721.60714285714,94954.63095238095,98187.65476190476,101420.67857142858,104653.70238095238
